AĞACLAMAQ,***,f.;
AĞACLAŞMA,***,f.is.;
AĞACLAŞMA,***,f.is.;
AĞACLAŞMAQ,***,qarş.;
AĞACLAŞMAQ,***,f.;
AĞACLI,***,sif;
AĞACLIQ,***,f.;is.;
AĞACMİŞARLAYAN,***,sif;
AĞACOVAN,***,is.;
AĞAC-UĞAC,***,top.;
AĞACVARİ,***,sif;
AĞADADAŞ,***,is.;
AĞADAYI,***,is.;
AĞAƏMİ,***,is.;
AĞALANMA,***,f.is.;
AĞALANMAQ,***,f.;
AĞALIQ,***,is.;
AĞANƏNƏ,***,is.;
AĞAPPAQ,***,sif;
AĞARAN,***,f.sif.;
AĞARANTI,***,is.;
AĞARDICI,***,f.;is.;sif.;
AĞARDILMA,***,f.is.;
AĞARDILMAQ,***,məch.;
AĞARDILMIŞ,***,f.sif.;
AĞARIŞMAQ,***,f.;
AĞARMA,***,f.;
AĞARMAQ,***,f.;
AĞARMIŞ,***,f.sif.;
AĞARTDIRMA,***,f.is.;
AĞARTDIRMAQ,***,icb.;
AĞARTI,***,is.;
AĞARTMA,***,f.is.;
AĞARTMAQ,***,f.;
AĞAYANA,***,sif;zərf;
AĞAZ,***,
AĞBAĞIR,***,sif;
AĞBALIQ,***,is.;
AĞBAŞ,***,f.;is.;sif.;
AĞBAŞLI,***,f.;is.;sif.;
AĞBƏXT,***,sif;
AĞBƏNİZ,***,sif;
AĞBİRÇƏK,***,f.;is.;sif.;
AĞBİRÇƏKLİ,***,f.;is.;sif.;
AĞBİRÇƏKLİK,***,is.;
AĞCA,***,is.;
AĞCAQANAD,***,is.;
AĞCAQAYIN,***,is.;
AĞCAQAYINLIQ,***,is.;
AĞCAQOVAQ,***,is.;
AĞCALI,***,sif;
AĞCALIQ,***,is.;
AĞCAMATAN,***,sif;
AĞCAMAYA,***,
AĞCASIZ,***,sif;
AĞCAVAZ(A),***,sif;
AĞCİYƏR,***,sif;
AĞCİYƏRLİK,***,is.;
AĞDAŞ,***,is.;
AĞDƏRİLİ,***,f.;is.;sif.;
AĞDİŞ,***,is.;
AĞGÖZ,***,sif;
AĞGÖZLÜK,***,is.;
AĞGÜN(LÜ),***,sif;
AĞI,***,f.;is.;
AĞI,***,is.;
AĞIÇI,***,is.;
AĞIL,***,is.;
AĞIL,***,is.;
AĞILAMA,***,f.is.;
AĞILAMAQ,***,f.;
AĞILANMA,***,f.is.;
AĞILANMAQ,***,f.;
AĞILÇATMAZ,***,sif;
AĞILI,***,sif;
AĞILKƏSƏN,***,sif;
AĞILLANDIRILMAQ,***,məch.;
AĞILLANDIRMA,***,f.;is.;
AĞILLANDIRMAQ,***,f.;
AĞILLANMA,***,f.is.;
AĞILLANMAQ,***,f.;
AĞILLI,***,(z.);sif;
AĞILLI-BAŞLI,***,sif;
AĞILLI-KAMALLI,***,(z.);sif;
AĞILLILIQ,***,is.;
AĞILSIZ,***,(z.);sif;
AĞILSIZLAŞMAQ,***,f.;
AĞILSIZLIQ,***,is.;
AĞILUMULMAZ,***,(z.);sif;
AĞILYANA,***,zərf;
AĞIMSOV,***,sif;
AĞIMTIL,***,sif;
AĞIMTILLIQ,***,is.;
AĞIR,***,(z.);sif;zərf;
AĞIRAYAQ,***,sif;
AĞIRBAŞLI,***,sif;
AĞIRXASİYYƏT(Lİ),***,sif;
AĞIRLAMA,***,f.is.;
AĞIRLAMAQ,***,f.;
AĞIRLAŞDIRILMA,***,f.;is.;
AĞIRLAŞDIRILMAQ,***,məch.;
AĞIRLAŞDIRMA,***,f.is.;
AĞIRLAŞDIRMAQ,***,f.;
AĞIRLAŞMA,***,f.is.;
AĞIRLAŞMAQ,***,f.;
AĞIRLIQ,***,f.;is.;mücər.;
AĞIRSANBALLI,***,(z.);sif;zərf;
AĞIRSƏNGİN,***,sif;
AĞIRSIMAQ,***,f.;
AĞIRTAXTALI,***,sif;
AĞIRTƏBİƏT(Lİ),***,(z.);sif;zərf;
AĞIRTƏRPƏNƏN,***,sif;
AĞIRTƏRPƏNİŞLİ,***,sif;
AĞIRYANA,***,sif;
AĞIRYÜKLÜ,***,sif;
AĞIR-YÜNGÜL,***,is.;
AĞIRZƏHMLİ,***,sif;
AĞIZ,***,is.;
AĞIZ,***,is.;
AĞIZAALINMAZ,***,sif;
AĞIZABAXAN,***,sif;
AĞIZBAAĞIZ,***,zərf;
AĞIZ-BURUN,***,is.;
AĞIZ-BURUNLU,***,sif;
AĞIZCIQ,***,is.;kiç.;
AĞIZDAN,***,zərf;
AĞIZDANDOLMA,***,sif;
AĞIZDOLUSU,***,zərf;
AĞIZLAMAQ,***,f.;
AĞIZLAŞMA,***,f.is.;
AĞIZLAŞMAQ,***,qarş.;
AĞIZLI,***,sif;
AĞIZLIQ,***,f.;is.;
AĞIZOTLUQ,***,is.;
AĞIZOTU,***,is.;
AĞIZSIZ,***,sif;
AĞIZSIZLIQ,***,is.;
AĞIZSÜRÜTMƏSİ,***,zərf;
AĞIZUCU,***,zərf;
AĞKİRPİK,***,is.;
AĞKÖYNƏK(Lİ),***,is.;
AĞQANADLI,***,sif;
AĞQIZIL,***,
AĞQOYUNLULAR,***,
AĞQVARDİYAÇI,***,f.;is.;
AĞLABATAN,***,sif;
AĞLABATMAZ,***,sif;
AĞLABATMAZLIQ,***,is.;
AĞLADICI,***,sif;
AĞLAGƏLMƏZ,***,sif;
AĞLAĞAN,***,f.;is.;sif.;
AĞLAĞANLIQ,***,is.;
AĞLAMA,***,f.is.;
AĞLAMAQ,***,(z.);f.;
AĞLAMALI,***,sif;
AĞLAMSI(N)MA,***,f.;is.;
AĞLAMSI(N)MAQ,***,f.;
AĞLARCASINA,***,zərf;
AĞLASIĞ(IŞ)AN,***,sif;
AĞLASIĞMAZ,***,sif;
AĞLASIĞMAZLIQ,***,is.;
AĞLAŞMA,***,f.is.;
AĞLAŞMAQ,***,(z.);qarş.;
AĞLATMA,***,f.is.;
AĞLATMAQ,***,f.;
AĞLAYAN,***,f.sif.;
AĞLAYICI,***,sif;
AĞLAYIŞ,***,is.;
AĞLI,***,
AĞLIKƏSMƏZ,***,sif;
AĞLIQ,***,f.;is.;
AĞMALA,***,is.;
AĞMATAN,***,sif;
AĞMAYA,***,sif;
AĞNAĞAZ,***,is.;
AĞNAQ,***,is.;
AĞNAMA,***,f.is.;
AĞNAMAQ,***,f.;
AĞNAŞMA,***,f.is.;
AĞNAŞMAQ,***,qarş.;
AĞNATMAQ,***,f.;
AĞNAVAZ,***,sif;
AĞRI,***,is.;
AĞRI-ACI,***,is.;
AĞRI-ACISIZ,***,zərf;
"AĞRIKƏSƏN, AĞRIKƏSİCİ",***,sif;
AĞRILI,***,sif;
AĞRIMA,***,f.is.;
AĞRIMAQ,***,f.;
AĞRISIZ,***,sif;zərf;
AĞRISIZLAŞDIRICI,***,sif;
AĞRISIZLAŞDIRILMAQ,***,məch.;
AĞRISIZLAŞDIRILMIŞ,***,f.sif.;
AĞRISIZLAŞDIRMA,***,f.is.;
AĞRISIZLAŞDIRMAQ,***,f.;
AĞRISIZLIQ,***,is.;
AĞRITMA,***,f.is.;
AĞRITMAQ,***,f.;
AĞRIYAN,***,f.sif.;
AĞSAÇ(LI),***,sif;
AĞSAQQAL,***,f.;is.;sif.;
AĞSAQQALLIQ,***,is.;
AĞSİFƏT,***,sif;
AĞSOL,***,is.;
AĞSU,***,is.;
AĞŞIN,***,sif;
AĞTİKAN,***,is.;
AĞTİKANLIQ,***,is.;
AĞTORPAQ(LI),***,sif;
AĞTÜK(LÜ),***,sif;
AĞU,***,
AĞULAMA,***,f.is.;
AĞULAMAQ,***,f.;
AĞULANMA,***,f.is.;
AĞULANMAQ,***,f.;
AĞULU,***,sif;
AĞUŞ,***,is.;
AĞUZ,***,is.;
AĞÜRƏK,***,sif;
AĞÜZLÜ,***,sif;
AĞVALİDEYN,***,
AĞYAĞIZ,***,sif;
AĞYAL,***,sif;
AĞYANIZ,***,sif;
AĞYARPAQ,***,is.;
AĞYARPAQLI,***,sif;
AĞYOL,***,is.;
AĞYONCA,***,is.;
AĞZIAÇIQ,***,sif;
AĞZIAÇIQLIQ,***,is.;
AĞZIBİR,***,zərf;
AĞZIBİR,***,is.;
AĞZIBİRLİK,***,is.;
AĞZIBOŞ,***,sif;
AĞZIBOŞLUQ,***,is.;
"AĞZIBÜTÖV, AĞZIBÜTÜN",***,sif;
"AĞZIBÜTÖVLÜK, AĞZIBÜTÜNLÜK",***,is.;
AĞZICIRIQ,***,sif;
AĞZIDAĞINIQ,***,f.;is.;sif.;
AĞZIDAĞINIQLIQ,***,is.;
AĞZIDUALI,***,(z.);sif;
AĞZIƏYRİ,***,sif;
AĞZIGEN,***,sif;
"AĞZIGÖYÇƏK, AĞZIGÖVÇƏK",***,is.;
"AĞZIGÖYÇƏKLİ, AĞZIGÖVÇƏKLİK",***,is.;
AĞZIHEYVƏRƏ,***,sif;
AĞZIHƏDƏLİ,***,sif;
AĞZIKƏSƏRLİ,***,sif;
AĞZIKÖPÜKLÜ,***,sif;
AĞZIQARA,***,f.;is.;sif.;
AĞZIQƏŞƏNG,***,
AĞZIMVAY,***,sif;
AĞZIMVAYLIQ,***,is.;
AĞZIODLU,***,(z.);sif;
AĞZIPƏRTÖV,***,sif;
AĞZIPƏRTÖVLÜK,***,is.;
AĞZIPOLAD(LI),***,sif;
AĞZIPOZUQ,***,sif;
AĞZIPÜSTƏ,***,sif;
AĞZISÖYÜŞLÜ,***,sif;
AĞZIYARI,***,sif;
AĞZIYARIQ,***,sif;
AĞZIYASTI,***,is.;
AĞZIYAVA,***,sif;
AĞZIYAVALIQ,***,is.;
AĞZIYELLİ,***,sif;
AĞZIYIRTIQ,***,sif;
AĞZIYIRTIQLIQ,***,is.;
AĞZIYUXARI,***,f.;is.;nida.;zərf;
AHA,***,nida.;
AHAL,***,sif;
AHALLAŞMA,***,f.is.;
AHALLAŞMAQ,***,f.is.;
AH-AMAN,***,f.;is.;nida.;
"AH-ƏFĞAN, AHÜ ƏFĞAN",***,is.;
AHƏN,***,is.;
AHƏNG,***,is.;
AHƏNGDAR,***,(z.);f.;is.;sif.;
AHƏNGDARLIQ,***,is.;
AHƏNGLƏNDİRMƏ,***,f.is.;
AHƏNGLƏNDİRMƏK,***,f.;
AHƏNGLƏŞDİRMƏ,***,f.is.;
AHƏNGLƏŞDİRMƏK,***,f.;
AHƏNGLİ,***,(z.);f.;is.;sif.;
AHƏNGLİLİK,***,
AHƏNGSİZ,***,sif;
AHƏNGSİZLİK,***,is.;
AHƏNRÜBA,***,is.;
AHƏSTƏ,***,sif;zərf;
AHƏSTƏCƏ,***,zərf;
"AH-FƏĞAN, AHÜ FƏĞAN",***,
"AH-FƏRYAD, AHÜ FƏRYAD",***,
AHIL,***,sif;
AHILLANMA,***,f.is.;
AHILLANMAQ,***,f.;
AHILLAŞMA,***,f.is.;
AHILLAŞMAQ,***,f.;
AHILLIQ,***,is.;
"AH-NALƏ, AHÜ NALƏ",***,is.;
AHU,***,is.;
AHUBAXIŞLI,***,sif;
AH-UF,***,
AHUGÖZLÜ,***,sif;
AHUYERİŞLİ,***,sif;
"AH-VAY, AHÜ VAY",***,is.;
AH-VAYÇI,***,sif;
"AH-ZAR, AHÜ ZAR",***,is.;
AX,***,nida.;
AXAN,***,f.sif.;is.;
AXAR-BAXAR,***,is.;
AXAR-BAXARLI,***,sif;
AXARLI,***,(z.);sif;
AXARLIQ,***,is.;
AXÇA,***,
AXÇASIZ,***,
AXDIRMAQ,***,icb.;
AXI,***,əd.;
AXICI,***,sif;
AXICILIQ,***,is.;
AXIDILMA,***,f.is.;
AXIDILMAQ,***,məch.;
AXIM,***,is.;
AXIN,***,f.;is.;zərf;
AXINÖLÇƏN,***,is.;
AXINTI,***,is.;
AXINTILI,***,sif;
AXIR,***,f.;is.;sif.;
AXIRDA,***,zərf;
AXIR-ƏZƏL,***,f.;zərf;
AXIRI,***,zərf;
AXIR(I) Kİ,***,
AXIRINCI,***,sif;
AXIRSIZ,***,sif;
AXIRSIZLIQ,***,is.;
AXIR-UXUR,***,f.;is.;sif.;
AXIRZAMAN,***,is.;
AXIŞ,***,is.;
AXIŞMA,***,f.is.;
AXIŞMAQ,***,f.;
AXITDIRMA,***,f.is.;
AXITDIRMAQ,***,icb.;
AXITMA,***,f.is.;
AXITMAQ,***,f.;
AXIZDIRILMAQ,***,məch.;
AXIZDIRMAQ,***,f.;
AXIZMAQ,***,f.;
AXİRƏT,***,is.;
AXİRƏTLİK,***,is.;
AXİRƏTSİZ,***,sif;
AXİRÜLƏMR,***,
AXMA,***,f.is.;
AXMAQ,***,f.;
AXMAQ,***,sif;zərf;
AXMAQCA(SINA),***,zərf;
AXMAQLAMA,***,f.is.;
AXMAQLAMAQ,***,f.;
AXMAQLAŞMAQ,***,f.;
AXMAQLIQ,***,f.;is.;sif.;
AXNAŞMAQ,***,f.;is.;sif.;
AXSAQLIQ,***,is.;
AXSAQULAQ,***,is.;
AXSAMA,***,f.is.;
AXSAMAQ,***,f.;
AXSAR,***,sif;
AXSATMA,***,f.is.;
AXSATMAQ,***,f.;
AXŞAM,***,is.;
AXŞAMÇAĞI,***,f.;is.;sif.;zərf;
AXŞAMKI,***,sif;
AXŞAMQABAĞI,***,zərf;
AXŞAMLAMA,***,f.is.;
AXŞAMLAMAQ,***,f.;
AXŞAMLIQ,***,is.;
AXŞAMOLDU,***,is.;
AXŞAMTƏRƏFİ,***,f.;is.;sif.;zərf;
AXŞAMÜSTÜ,***,f.;is.;sif.;zərf;
AXTAÇI,***,is.;
AXTAXANA,***,is.;
AXTALAMA,***,f.is.;
AXTALAMAQ,***,f.;
AXTALANMA,***,f.is.;
AXTALANMAQ,***,məch.;
AXTALANMIŞ,***,f.sif.;
AXTALATMA,***,f.is.;
AXTALATMAQ,***,icb.;
AXTARILAN,***,əd.;f.sif.;
AXTARILMA,***,f.is.;
AXTARILMAQ,***,məch.;
AXTARIŞ,***,is.;
AXTARIŞÇI,***,is.;
AXTARIŞMA,***,f.is.;
AXTARIŞMAQ,***,f.;
AXTARMA,***,f.;
AXTARMAQ,***,f.;
AXTARTMAQ,***,icb.;
AX-TÜF,***,is.;
AX-UF,***,is.;
AXUND,***,is.;
AXUNDLUQ,***,is.;
AXUR,***,is.;
AX-VAY,***,
AİD,***,əd.;
AİDİYYƏT,***,is.;
AİDLİK,***,is.;
AİLƏ,***,is.;
AİLƏBAZ,***,f.;is.;sif.;
AİLƏBAZLIQ,***,is.;
AİLƏCANLI,***,sif;
AİLƏÇİLİK,***,is.;
AİLƏLİ,***,sif;
AİLƏPƏRƏST,***,sif;
AİLƏPƏRƏSTLİK,***,is.;
AİLƏSİZ,***,sif;
AİLƏSİZLİK,***,is.;
AİLƏVİ,***,sif;
AJAN,***,
AJUR,***,is.;
AKADEMİK,***,sif;
AKADEMİYA,***,
AKADEMİZM,***,
AKASİYA,***,is.;
AKIN,***,is.;
AKKORD,***,is.;
AKKORDEON,***,
AKKORDEONÇU,***,is.;
AKKREDİTİV,***,
AKKUMULYASİYA,***,
AKKUMULYATOR,***,
